Дата и время,CO,NO2,NO,PM10_GRIMM,PM25_GRIMM,Давление,Влажность,| V |,_V_,-T-,Осадки
13.01.2021 0:00,0.3,,,,,756.7,73,0.1,0,-12.1,0
13.01.2021 0:20,0.3,,,,,756.7,74,0.2,0,-12.1,0
13.01.2021 0:40,0.3,,,,,756.6,74,0.2,0,-12,0
13.01.2021 1:00,0.3,,,,,756.6,74,0.1,0,-12,0
13.01.2021 1:20,0.3,,,,,756.6,74,0,0,-11.9,0
13.01.2021 1:40,0.3,,,,,756.6,74,0.1,41,-11.9,0
13.01.2021 2:00,0.3,,,,,756.6,74,0.1,0,-12,0
13.01.2021 2:20,0.2,,,,,756.7,74,0.2,0,-12,0
13.01.2021 2:40,0.3,,,,,756.7,73,0.2,0,-12,0
13.01.2021 3:00,0.2,,,,,756.7,74,0.2,0,-11.9,0
13.01.2021 3:20,0.2,,,,,756.8,73,0.2,0,-12,0
13.01.2021 3:40,0.2,,,,,756.6,73,0.2,50,-12,0
13.01.2021 4:00,0.2,,,,,756.6,73,0.4,0,-12.1,0
13.01.2021 4:20,0.2,,,,,756.8,73,0.3,0,-12.1,0
13.01.2021 4:40,0.2,,,,,756.7,73,0.3,0,-12.1,0
13.01.2021 5:00,0.2,,,,,756.6,74,0.2,0,-12.1,0
13.01.2021 5:20,0.2,,,,,756.5,74,0.1,58,-12,0
13.01.2021 5:40,0.2,,,,,756.4,73,0.5,0,-12.1,0
13.01.2021 6:00,0.2,,,,,756.3,73,0.2,74,-12.1,0
13.01.2021 6:20,0.2,,,,,756.3,73,0.3,0,-12.1,0
13.01.2021 6:40,0.2,,,,,756.3,73,0.2,0,-12.1,0
13.01.2021 7:00,0.2,,,,,756.4,73,0.4,68,-12.1,0
13.01.2021 7:20,0.2,,,,,756.4,72,0.1,0,-12,0
13.01.2021 7:40,0.3,,,,,756.5,72,0.3,0,-12,0
13.01.2021 8:00,0.3,,,,,756.4,73,0.1,0,-11.9,0
13.01.2021 8:20,0.3,,,,,756.4,73,0.1,0,-11.9,0
13.01.2021 8:40,0.3,,,,,756.4,72,0.2,0,-11.9,0
13.01.2021 9:00,0.3,,,,,756.6,72,0.3,56,-11.9,0
13.01.2021 9:20,0.3,,,,,756.7,72,0.5,0,-12.1,0
13.01.2021 9:40,0.3,,,,,757,72,0.5,50,-12.1,0
13.01.2021 10:00,0.3,,,,,757.2,72,0.2,0,-12.2,0
13.01.2021 10:20,0.3,,,,,757.2,72,0.2,0,-12.1,0
13.01.2021 10:40,0.3,,,,,757.2,72,0.1,0,-12,0
13.01.2021 11:00,0.3,,,,,757.1,72,0,0,-11.8,0
13.01.2021 11:20,0.3,,,,,757.1,72,0,0,-11.6,0
13.01.2021 11:40,0.3,,,,,757.1,72,0.2,0,-11.5,0
13.01.2021 12:00,0.3,,,,,757.1,71,0.2,0,-11.4,0
13.01.2021 12:20,0.3,,,,,757,71,0.3,0,-11.3,0
13.01.2021 12:40,0.3,,,,,756.8,71,0.2,0,-11.3,0
13.01.2021 13:00,0.3,,,,,756.7,71,0.3,0,-11.2,0
13.01.2021 13:20,0.3,,,,,756.6,71,0,0,-11,0
13.01.2021 13:40,0.3,,,,,756.4,71,0,0,-10.7,0
13.01.2021 14:00,0.4,,,,,756.2,71,0.1,0,-10.6,0
13.01.2021 14:20,0.4,,,,,756,71,0.2,0,-10.7,0
13.01.2021 14:40,0.4,,,,,755.8,71,0,0,-10.6,0
13.01.2021 15:00,0.4,,,,,755.6,71,0.2,84,-10.7,0
13.01.2021 15:20,0.3,,,,,755.6,71,0.7,74,-11.2,0
13.01.2021 15:40,0.3,,,,,755.7,72,0.3,37,-11.3,0
13.01.2021 16:00,0.3,,,,,755.7,71,0.4,0,-11.4,0
13.01.2021 16:20,0.3,,,,,755.7,72,0.4,108,-11.5,0
13.01.2021 16:40,0.3,,,,,755.6,72,0.4,354,-11.5,0
13.01.2021 17:00,0.3,,,,,755.7,72,0.4,27,-11.6,0
13.01.2021 17:20,0.3,,,,,755.7,72,0.5,30,-11.6,0
13.01.2021 17:40,0.4,,,,,755.6,72,0.4,0,-11.7,0
13.01.2021 18:00,0.4,,,,,755.4,73,0.4,0,-11.8,0
13.01.2021 18:20,0.4,,,,,755.2,73,0.4,69,-11.8,0
13.01.2021 18:40,0.5,,,,,755.1,73,0.6,0,-11.9,0
13.01.2021 19:00,0.3,,,,,754.9,73,0.5,0,-11.9,0
13.01.2021 19:20,0.4,,,,,754.7,73,0.7,67,-11.9,0
13.01.2021 19:40,0.4,,,,,754.5,73,0.7,0,-12,0
13.01.2021 20:00,0.5,,,,,754.4,73,0.7,0,-11.9,0
13.01.2021 20:20,0.3,,,,,754.4,72,0.8,69,-12,0
13.01.2021 20:40,0.4,,,,,754.3,72,0.5,26,-12.1,0
13.01.2021 21:00,0.4,,,,,754,72,0.2,0,-12.1,0
13.01.2021 21:20,0.3,,,,,753.9,72,0.4,0,-12.3,0
13.01.2021 21:40,0.3,,,,,753.6,72,0.3,68,-12.4,0
13.01.2021 22:00,0.2,,,,,753.2,71,0.3,0,-12.5,0
13.01.2021 22:20,0.2,,,,,752.7,71,0.4,0,-12.5,0
13.01.2021 22:40,0.2,,,,,752.5,71,0.3,0,-12.4,0
13.01.2021 23:00,0.2,,,,,752.3,70,0.3,0,-12.4,0
13.01.2021 23:20,0.2,,,,,752,70,0.4,82,-12.3,0
13.01.2021 23:40,0.2,,,,,751.9,71,0.6,0,-12.4,0
14.01.2021 00:00,0,,,,,751.6,72,0.4,112,-12.7,0
14.01.2021 00:20,0,,,,,751.2,72,0.2,0,-13.1,0
14.01.2021 00:40,0,,,,,750.8,73,0.3,0,-13.3,0
14.01.2021 01:00,0,,,,,750.3,73,0.3,0,-13.2,0
14.01.2021 01:20,0,,,,,749.9,74,0.2,0,-13,0
14.01.2021 01:40,0,,,,,749.8,74,0.4,0,-12.7,0
14.01.2021 02:00,0,,,,,749.5,75,0.3,71,-12.2,0
14.01.2021 02:20,0,,,,,749.3,75,0.3,0,-12.2,0
14.01.2021 02:40,0.1,,,,,749,75,0.8,60,-12.3,0
14.01.2021 03:00,0.1,,,,,748.6,74,0.7,69,-12.4,0
14.01.2021 03:20,0.1,,,,,748.4,75,0.5,77,-12.4,0
14.01.2021 03:40,0.1,,,,,748.1,74,0.7,0,-12.5,0
14.01.2021 04:00,0,,,,,747.8,74,0.4,94,-12.6,0.3
14.01.2021 04:20,0,,,,,747.5,74,0.6,0,-12.7,0
14.01.2021 04:40,0,,,,,747.5,74,0.3,0,-12.7,0
14.01.2021 05:00,0,,,,,747.5,75,0.3,0,-12.8,0.3
14.01.2021 05:20,0,,,,,747.3,74,0.3,0,-12.9,0.3
14.01.2021 05:40,0,,,,,747,74,0.5,85,-13.1,0
14.01.2021 06:00,0,,,,,746.9,74,0.2,0,-13.3,0.3
14.01.2021 06:20,0,,,,,746.9,74,0.3,81,-13.5,0.3
14.01.2021 06:40,0,,,,,746.8,74,0.1,33,-13.6,0
14.01.2021 07:00,0,,,,,746.7,75,0.2,0,-13.6,0.3
14.01.2021 07:20,0,,,,,746.5,74,0.2,0,-13.7,0
14.01.2021 07:40,0,,,,,746.4,74,0.2,66,-13.7,0
14.01.2021 08:00,0,,,,,746.2,73,0.3,0,-13.9,0
14.01.2021 08:20,0,,,,,746.1,73,0.2,0,-13.9,0
14.01.2021 08:40,0,,,,,746,73,0.1,0,-14,0
14.01.2021 09:00,0,,,,,745.9,73,0.1,0,-14.1,0
14.01.2021 09:20,0,,,,,745.8,73,0,0,-14.1,0
14.01.2021 09:40,0,,,,,745.8,73,0,0,-14.1,0
14.01.2021 10:00,0,,,,,745.8,73,0.1,0,-14.1,0
14.01.2021 10:20,0,,,,,745.8,73,0.1,0,-14,0
14.01.2021 10:40,0,,,,,745.7,72,0,0,-13.9,0
14.01.2021 11:00,0,,,,,745.7,72,0.1,0,-13.9,0
14.01.2021 11:20,0,,,,,745.7,72,0.1,0,-13.8,0
14.01.2021 11:40,0,,,,,745.5,72,0,0,-13.8,0
14.01.2021 12:00,0.3,,,,,745.6,72,0,0,-13.8,0
14.01.2021 12:20,0.3,,,,,745.6,72,0,0,-13.8,0
14.01.2021 12:40,0.3,,,,,745.6,72,0,0,-13.8,0
14.01.2021 13:00,0.3,,,,,745.5,72,0,0,-13.7,0
14.01.2021 13:20,0.3,,,,,745.4,72,0,0,-13.7,0
14.01.2021 13:40,0.3,,,,,745.3,72,0,0,-13.7,0
14.01.2021 14:00,0.3,,,,,745.3,72,0,0,-13.8,0
14.01.2021 14:20,0.3,,,,,745.3,72,0,0,-13.8,0
14.01.2021 14:40,0.3,,,,,745.2,72,0,0,-13.8,0
14.01.2021 15:00,0.3,,,,,745.3,72,0,0,-13.8,0
14.01.2021 15:20,0.3,,,,,745.5,72,0,0,-13.8,0
14.01.2021 15:40,0.3,,,,,745.5,72,0,0,-13.8,0
14.01.2021 16:00,0.5,,,,,745.5,72,0,0,-13.8,0
14.01.2021 16:20,0.4,,,,,745.5,72,0,0,-13.8,0
14.01.2021 16:40,0.4,,,,,745.6,72,0,0,-13.7,0
14.01.2021 17:00,0.4,,,,,745.7,72,0,0,-13.8,0
14.01.2021 17:20,0.4,,,,,745.9,72,0,0,-13.9,0
14.01.2021 17:40,0.3,,,,,745.9,72,0,0,-14,0
14.01.2021 18:00,0.4,,,,,745.8,72,0,0,-14,0
14.01.2021 18:20,0.4,,,,,745.9,72,0,0,-14,0
14.01.2021 18:40,0.4,,,,,745.9,73,0,0,-14,0
14.01.2021 19:00,0.4,,,,,745.9,73,0,0,-14,0
14.01.2021 19:20,0.4,,,,,745.8,73,0,0,-14,0
14.01.2021 19:40,0.4,,,,,745.9,73,0,0,-14.1,0
14.01.2021 20:00,0.4,,,,,746,73,0,0,-14,0
14.01.2021 20:20,0.4,,,,,746,73,0,0,-13.9,0
14.01.2021 20:40,0.5,,,,,746,73,0,0,-13.9,0
14.01.2021 21:00,0.5,,,,,746,73,0,0,-13.8,0
14.01.2021 21:20,0.5,,,,,745.8,72,0,0,-13.9,0
14.01.2021 21:40,0.4,,,,,745.8,72,0,0,-13.9,0
14.01.2021 22:00,0.4,,,,,745.8,72,0,0,-13.9,0
14.01.2021 22:20,0.4,,,,,745.9,72,0,0,-13.9,0
14.01.2021 22:40,0.4,,,,,746.2,72,0,0,-14,0
14.01.2021 23:00,0.4,,,,,746.4,71,0,0,-14.1,0
14.01.2021 23:20,0.4,,,,,746.5,71,0,0,-14,0
14.01.2021 23:40,0.4,,,,,746.5,71,0,0,-14.1,0
15.01.2021 00:00,,,,,,746.5,71,0,0,-14,0
15.01.2021 00:20,,,,,,746.4,71,0,0,-14.1,0
15.01.2021 00:40,,,,,,746.4,71,0,0,-14.1,0
15.01.2021 01:00,,,,,,746.6,71,0,0,-14.2,0
15.01.2021 01:20,,,,,,746.8,71,0,0,-14.3,0
15.01.2021 01:40,,,,,,746.7,71,0,0,-14.4,0
15.01.2021 02:00,,,,,,746.7,71,0,0,-14.4,0
15.01.2021 02:20,,,,,,746.8,71,0,0,-14.4,0
15.01.2021 02:40,,,,,,746.9,71,0,0,-14.5,0
15.01.2021 03:00,,,,,,747.1,71,0,0,-14.6,0
15.01.2021 03:20,,,,,,747.1,71,0,0,-14.7,0
15.01.2021 03:40,,,,,,747.1,71,0,0,-14.7,0
15.01.2021 04:00,,,,,,747.1,71,0,0,-14.7,0
15.01.2021 04:20,,,,,,747.1,71,0,0,-14.8,0
15.01.2021 04:40,,,,,,747.2,70,0,0,-14.9,0
15.01.2021 05:00,,,,,,747.1,70,0,0,-15,0
15.01.2021 05:20,,,,,,747.3,70,0,0,-15.2,0
15.01.2021 05:40,,,,,,747.4,70,0,0,-15.3,0
15.01.2021 06:00,,,,,,747.3,70,0,0,-15.5,0
15.01.2021 06:20,,,,,,747.4,70,0,0,-15.7,0
15.01.2021 06:40,,,,,,747.6,70,0,0,-16,0
15.01.2021 07:00,,,,,,747.9,70,0,0,-16.1,0
15.01.2021 07:20,,,,,,748,70,0,0,-16.4,0
15.01.2021 07:40,,,,,,748,71,0,0,-16.4,0
15.01.2021 08:00,,,,,,748,71,0,0,-16.5,0
15.01.2021 08:20,,,,,,748.1,71,0,0,-16.5,0
15.01.2021 08:40,,,,,,748,70,0,0,-16.6,0
15.01.2021 09:00,,,,,,748.2,70,0,0,-16.8,0
15.01.2021 09:20,,,,,,748.3,71,0,0,-16.9,0
15.01.2021 09:40,,,,,,748.5,71,0,0,-16.7,0
15.01.2021 10:00,,,,,,748.8,71,0,0,-16.4,0
15.01.2021 10:20,,,,,,748.8,71,0,0,-16.2,0
15.01.2021 10:40,,,,,,748.8,71,0,0,-16.2,0
15.01.2021 11:00,,,,,,748.9,71,0,0,-16.1,0
15.01.2021 11:20,,,,,,748.9,71,0,0,-15.9,0
15.01.2021 11:40,,,,,,749.1,70,0,0,-15.7,0
15.01.2021 12:00,,,,,,749.2,69,0,0,-15.5,0
15.01.2021 12:20,,,,,,749.3,69,0,0,-15.4,0
15.01.2021 12:40,,,,,,749.1,69,0,0,-15.2,0
15.01.2021 13:00,,,,,,748.9,68,0,0,-14.9,0
15.01.2021 13:20,,,,,,749,68,0,0,-14.6,0
15.01.2021 13:40,,,,,,749.1,68,0,0,-14.3,0
15.01.2021 14:00,,,,,,749,68,0,0,-14,0
15.01.2021 14:20,,,,,,749.3,68,0,0,-13.8,0
15.01.2021 14:40,,,,,,749.3,68,0,0,-13.7,0
15.01.2021 15:00,,,,,,749.2,68,0,0,-13.6,0
15.01.2021 15:20,,,,,,749.2,69,0,0,-13.5,0
15.01.2021 15:40,,,,,,749.2,69,0,0,-13.5,0
15.01.2021 16:00,,,,,,749.4,70,0,0,-13.5,0
15.01.2021 16:20,,,,,,749.2,70,0,0,-13.5,0
15.01.2021 16:40,,,,,,749.2,70,0,0,-13.6,0
15.01.2021 17:00,,,,,,749.3,71,0,0,-13.5,0
15.01.2021 17:20,,,,,,749.2,71,0,0,-13.5,0
15.01.2021 17:40,,,,,,749.2,71,0,0,-13.5,0
15.01.2021 18:00,,,,,,749.1,70,0,0,-13.7,0
15.01.2021 18:20,,,,,,749,70,0,0,-13.9,0
15.01.2021 18:40,,,,,,748.9,70,0,0,-14,0
15.01.2021 19:00,,,,,,749,70,0,0,-13.8,0
15.01.2021 19:20,,,,,,749.1,70,0,0,-13.8,0
15.01.2021 19:40,,,,,,748.8,70,0,0,-13.8,0
15.01.2021 20:00,,,,,,748.8,70,0,0,-13.8,0
15.01.2021 20:20,,,,,,748.7,70,0,0,-13.9,0
15.01.2021 20:40,,,,,,748.8,70,0,0,-14,0
15.01.2021 21:00,,,,,,748.9,70,0,0,-14.1,0
15.01.2021 21:20,,,,,,748.9,70,0,0,-14.2,0
15.01.2021 21:40,,,,,,749,70,0,0,-14.3,0
15.01.2021 22:00,,,,,,749,70,0,0,-14.4,0
15.01.2021 22:20,,,,,,748.9,70,0,0,-14.6,0
15.01.2021 22:40,,,,,,748.7,70,0,0,-14.8,0
15.01.2021 23:00,,,,,,748.5,70,0,0,-14.8,0
15.01.2021 23:20,,,,,,748.4,71,0,0,-14.8,0
15.01.2021 23:40,,,,,,748.3,71,0,0,-14.9,0
16.01.2021 00:00,0.4,,,,,748.3,70,0,0,-15,0
16.01.2021 00:20,0.3,,,,,748.2,70,0,0,-15,0
16.01.2021 00:40,0.3,,,,,748.1,70,0,0,-15,0
16.01.2021 01:00,0.2,,,,,748.2,70,0,0,-15,0
16.01.2021 01:20,0.2,,,,,748.2,70,0,0,-15.1,0
16.01.2021 01:40,0.2,,,,,748.1,70,0,0,-15.2,0
16.01.2021 02:00,0.2,,,,,748,70,0,0,-15.2,0
16.01.2021 02:20,0.2,,,,,748,70,0,0,-15.2,0
16.01.2021 02:40,0.2,,,,,747.8,70,0,0,-15.2,0
16.01.2021 03:00,0.2,,,,,747.6,70,0,0,-15.2,0
16.01.2021 03:20,0.2,,,,,747.4,70,0,0,-15.1,0
16.01.2021 03:40,0.2,,,,,747.1,71,0,0,-15,0
16.01.2021 04:00,0.1,,,,,746.9,71,0,0,-14.9,0
16.01.2021 04:20,0.2,,,,,746.7,71,0,0,-15,0
16.01.2021 04:40,0.2,,,,,746.5,70,0,0,-15,0
16.01.2021 05:00,0.2,,,,,746.6,70,0,0,-15.1,0
16.01.2021 05:20,0.2,,,,,746.4,70,0,0,-15.2,0
16.01.2021 05:40,0.2,,,,,746.3,70,0,0,-15.2,0
16.01.2021 06:00,0.2,,,,,746.3,70,0,0,-15.3,0
16.01.2021 06:20,0.1,,,,,746.3,70,0,0,-15.4,0
16.01.2021 06:40,0.2,,,,,746.1,71,0,0,-15.4,0
16.01.2021 07:00,0.3,,,,,746,71,0,0,-15.4,0
16.01.2021 07:20,0.2,,,,,745.9,71,0,0,-15.6,0
16.01.2021 07:40,0.2,,,,,745.7,70,0,0,-15.7,0
16.01.2021 08:00,0.2,,,,,745.6,70,0,0,-15.8,0
16.01.2021 08:20,0.2,,,,,745.5,71,0,0,-15.7,0
16.01.2021 08:40,0.2,,,,,745.4,71,0,0,-15.6,0
16.01.2021 09:00,0.2,,,,,745.2,71,0,0,-15.6,0
16.01.2021 09:20,0.2,,,,,745.1,70,0,0,-15.6,0
16.01.2021 09:40,0.2,,,,,745,70,0,0,-15.7,0
16.01.2021 10:00,0.2,,,,,745,70,0,0,-15.7,0
16.01.2021 10:20,0.2,,,,,745,70,0,0,-15.8,0
16.01.2021 10:40,0.2,,,,,745,70,0,0,-16,0
16.01.2021 11:00,0.3,,,,,744.9,70,0,0,-16,0
16.01.2021 11:20,0.5,,,,,744.7,70,0,0,-15.9,0
16.01.2021 11:40,0.2,,,,,744.5,70,0,0,-15.9,0
16.01.2021 12:00,0.2,,,,,744.5,70,0,0,-15.9,0
16.01.2021 12:20,0.2,,,,,744.6,70,0,0,-15.9,0
16.01.2021 12:40,0.2,,,,,744.7,70,0,0,-15.9,0
16.01.2021 13:00,0.2,,,,,744.6,70,0,0,-15.8,0
16.01.2021 13:20,0.3,,,,,744.4,70,0,0,-15.6,0
16.01.2021 13:40,0.3,,,,,744.3,71,0,0,-15.5,0
16.01.2021 14:00,0.4,,,,,744.2,70,0,0,-15.5,0
16.01.2021 14:20,0.2,,,,,744.1,70,0,0,-15.5,0
16.01.2021 14:40,0.2,,,,,744,70,0,0,-15.4,0
16.01.2021 15:00,0.2,,,,,744,70,0,0,-15.4,0
16.01.2021 15:20,0.2,,,,,744.1,69,0,0,-15.4,0
16.01.2021 15:40,0.2,,,,,744.1,69,0,0,-15.4,0
16.01.2021 16:00,0.2,,,,,744.1,69,0,0,-15.5,0
16.01.2021 16:20,0.2,,,,,744.3,70,0,0,-15.5,0
16.01.2021 16:40,0.2,,,,,744.4,70,0,0,-15.5,0
16.01.2021 17:00,0.2,,,,,744.5,70,0,0,-15.5,0
16.01.2021 17:20,0.2,,,,,744.5,70,0,0,-15.5,0
16.01.2021 17:40,0.2,,,,,744.6,70,0,0,-15.6,0
16.01.2021 18:00,0.2,,,,,744.6,70,0,0,-15.7,0
16.01.2021 18:20,0.2,,,,,744.6,70,0,0,-15.7,0
16.01.2021 18:40,0.3,,,,,744.5,70,0,0,-15.7,0
16.01.2021 19:00,0.3,,,,,744.7,70,0,0,-15.7,0
16.01.2021 19:20,0.3,,,,,744.8,70,0,0,-15.7,0
16.01.2021 19:40,0.4,,,,,744.8,70,0,0,-15.8,0
16.01.2021 20:00,0.4,,,,,744.9,70,0,0,-15.8,0
16.01.2021 20:20,0.3,,,,,744.9,70,0,0,-15.8,0
16.01.2021 20:40,0.3,,,,,745.1,70,0,0,-15.8,0
16.01.2021 21:00,0.3,,,,,745.1,70,0,0,-15.8,0
16.01.2021 21:20,0.3,,,,,745.2,70,0,0,-15.9,0
16.01.2021 21:40,0.2,,,,,745.3,70,0,0,-15.9,0
16.01.2021 22:00,0.2,,,,,745.4,70,0,0,-15.9,0
16.01.2021 22:20,0.2,,,,,745.4,70,0,0,-16,0
16.01.2021 22:40,0.2,,,,,745.5,69,0,0,-16.1,0
16.01.2021 23:00,0.2,,,,,745.7,69,0,0,-16.1,0
16.01.2021 23:20,0.2,,,,,745.8,69,0,0,-16.1,0
16.01.2021 23:40,0.2,,,,,745.9,69,0,0,-16.2,0
17.01.2021 00:00,0.3,,,,,746.1,69,0,0,-16.2,0
17.01.2021 00:20,0.2,,,,,746.2,69,0,0,-16.2,0
17.01.2021 00:40,0.2,,,,,746.3,69,0,0,-16.2,0
17.01.2021 01:00,0.2,,,,,746.4,69,0,0,-16.2,0
17.01.2021 01:20,0.3,,,,,746.4,69,0,0,-16.3,0
17.01.2021 01:40,0.2,,,,,746.5,68,0,0,-16.4,0
17.01.2021 02:00,0.2,,,,,746.6,67,0,0,-16.5,0
17.01.2021 02:20,0.2,,,,,746.7,67,0,0,-16.6,0
17.01.2021 02:40,0.2,,,,,746.8,67,0,0,-16.7,0
17.01.2021 03:00,0.2,,,,,747,67,0,0,-16.7,0
17.01.2021 03:20,0.2,,,,,747.1,66,0,0,-16.8,0
17.01.2021 03:40,0.2,,,,,747.3,66,0,0,-16.9,0
17.01.2021 04:00,0.2,,,,,747.5,66,0,0,-17,0
17.01.2021 04:20,0.2,,,,,747.5,66,0,0,-17.2,0
17.01.2021 04:40,0.2,,,,,747.8,65,0,0,-17.5,0
17.01.2021 05:00,0.2,,,,,747.8,65,0,0,-17.7,0
17.01.2021 05:20,0.2,,,,,748,65,0,0,-17.9,0
17.01.2021 05:40,0.2,,,,,748.1,65,0,0,-18.3,0
17.01.2021 06:00,0.2,,,,,748.2,64,0,0,-18.8,0
17.01.2021 06:20,0.3,,,,,748.3,64,0,0,-19.2,0
17.01.2021 06:40,0.2,,,,,748.6,64,0,0,-19.4,0
17.01.2021 07:00,0.2,,,,,748.8,65,0,0,-19.7,0
17.01.2021 07:20,0.2,,,,,749,65,0,0,-19.9,0
17.01.2021 07:40,0.2,,,,,749.2,64,0,0,-20,0
17.01.2021 08:00,0.2,,,,,749.2,64,0,0,-20.2,0
17.01.2021 08:20,0.2,,,,,749.4,64,0,0,-20.3,0
17.01.2021 08:40,0.2,,,,,749.6,64,0,0,-20.4,0
17.01.2021 09:00,0.3,,,,,749.8,64,0,0,-20.5,0
17.01.2021 09:20,0.5,,,,,750.1,65,0,0,-20.6,0
17.01.2021 09:40,0.3,,,,,750.2,65,0,0,-20.7,0
17.01.2021 10:00,0.2,,,,,750.4,65,0,0,-20.7,0
17.01.2021 10:20,0.3,,,,,750.5,65,0,0,-20.8,0
17.01.2021 10:40,0.6,,,,,750.8,65,0,0,-20.7,0
17.01.2021 11:00,0.3,,,,,751,65,0,0,-20.7,0
17.01.2021 11:20,0.3,,,,,751.2,65,0,0,-20.4,0
17.01.2021 11:40,0.3,,,,,751.2,65,0,0,-20.1,0
17.01.2021 12:00,0.3,,,,,751.3,65,0,0,-19.6,0
17.01.2021 12:20,0.3,,,,,751.4,64,0,0,-19,0
17.01.2021 12:40,0.9,,,,,751.5,64,0,0,-18.7,0
17.01.2021 13:00,0.3,,,,,751.5,63,0,0,-18.6,0
17.01.2021 13:20,0.6,,,,,751.6,63,0,0,-18.4,0
17.01.2021 13:40,0.3,,,,,751.7,63,0,0,-18.5,0
17.01.2021 14:00,0.3,,,,,751.9,63,0,0,-18.2,0
17.01.2021 14:20,0.3,,,,,752,63,0,0,-17.9,0
17.01.2021 14:40,0.3,,,,,752,63,0,0,-17.6,0
17.01.2021 15:00,0.3,,,,,752,63,0,0,-17.7,0
17.01.2021 15:20,0.4,,,,,752.2,64,0,0,-17.7,0
17.01.2021 15:40,0.4,,,,,752.3,64,0,0,-17.5,0
17.01.2021 16:00,0.3,,,,,752.4,64,0,0,-17.5,0
17.01.2021 16:20,0.3,,,,,752.6,65,0,0,-17.5,0
17.01.2021 16:40,0.4,,,,,752.7,65,0,0,-17.6,0
17.01.2021 17:00,0.5,,,,,752.8,65,0,0,-17.8,0
17.01.2021 17:20,0.4,,,,,753.1,65,0,0,-18,0
17.01.2021 17:40,0.4,,,,,753.3,65,0,0,-18,0
17.01.2021 18:00,0.4,,,,,753.3,65,0,0,-18.1,0
17.01.2021 18:20,0.5,,,,,753.4,65,0,0,-18.4,0
17.01.2021 18:40,0.5,,,,,753.6,65,0,0,-18.7,0
17.01.2021 19:00,0.5,,,,,753.7,66,0,0,-18.9,0
17.01.2021 19:20,0.5,,,,,753.8,66,0,0,-19.1,0
17.01.2021 19:40,0.5,,,,,753.9,66,0,0,-19.2,0
17.01.2021 20:00,0.4,,,,,754.1,67,0,0,-19.3,0
17.01.2021 20:20,0.4,,,,,754.1,67,0,0,-19.2,0
17.01.2021 20:40,0.4,,,,,754.1,67,0,0,-19.2,0
17.01.2021 21:00,0.4,,,,,754.1,67,0,0,-19.4,0
17.01.2021 21:20,0.4,,,,,754.1,67,0,0,-19.5,0
17.01.2021 21:40,0.4,,,,,754.1,67,0,0,-19.6,0
17.01.2021 22:00,0.5,,,,,754.2,67,0,0,-19.8,0
17.01.2021 22:20,0.5,,,,,754.2,67,0,0,-20,0
17.01.2021 22:40,0.5,,,,,754.2,67,0,0,-20.1,0
17.01.2021 23:00,0.5,,,,,754.2,68,0,0,-20.1,0
17.01.2021 23:20,0.5,,,,,754.3,68,0,0,-20.2,0
17.01.2021 23:40,0.5,,,,,754.3,68,0,0,-20.2,0
18.01.2021 00:00,,,,,,754.4,68,0,0,-20.3,0
18.01.2021 00:20,,,,,,754.4,68,0,0,-20.4,0
18.01.2021 00:40,,,,,,754.3,68,0,0,-20.5,0
18.01.2021 01:00,,,,,,754.2,68,0,0,-20.6,0
18.01.2021 01:20,,,,,,754.3,68,0,0,-20.6,0
18.01.2021 01:40,,,,,,754.3,68,0,0,-20.7,0
18.01.2021 02:00,,,,,,754.4,68,0,0,-20.6,0
18.01.2021 02:20,,,,,,754.5,68,0,0,-20.5,0
18.01.2021 02:40,,,,,,754.5,68,0,0,-20.5,0
18.01.2021 03:00,,,,,,754.5,68,0,0,-20.5,0
18.01.2021 03:20,,,,,,754.6,68,0,0,-20.8,0
18.01.2021 03:40,,,,,,754.7,68,0,0,-21,0
18.01.2021 04:00,,,,,,754.8,68,0,0,-21.1,0
18.01.2021 04:20,,,,,,754.7,67,0,0,-21.4,0
18.01.2021 04:40,,,,,,754.7,66,0,0,-21.6,0
18.01.2021 05:00,,,,,,754.7,67,0,0,-21.8,0
18.01.2021 05:20,,,,,,754.6,67,0,0,-21.7,0
18.01.2021 05:40,,,,,,754.7,67,0,0,-21.7,0
18.01.2021 06:00,,,,,,754.8,67,0,0,-21.6,0
18.01.2021 06:20,,,,,,755.1,67,0,0,-21.6,0
18.01.2021 06:40,,,,,,755.4,67,0,0,-21.5,0
18.01.2021 07:00,,,,,,755.2,67,0,0,-21.4,0
18.01.2021 07:20,,,,,,755.2,67,0,0,-21.5,0
18.01.2021 07:40,,,,,,754.8,67,0,0,-21.4,0
18.01.2021 08:00,,,,,,754.8,67,0,0,-21.2,0
18.01.2021 08:20,,,,,,754.7,68,0,0,-20.8,0
18.01.2021 08:40,,,,,,754.7,69,0,0,-20.3,0
18.01.2021 09:00,,,,,,754.7,69,0,0,-20.2,0
18.01.2021 09:20,,,,,,754.8,69,0,0,-20.1,0
18.01.2021 09:40,,,,,,754.9,69,0,0,-19.9,0
18.01.2021 10:00,,,,,,755.1,69,0,0,-19.8,0
18.01.2021 10:20,,,,,,755.2,69,0,0,-19.7,0
18.01.2021 10:40,,,,,,755.3,70,0,0,-19.3,0
18.01.2021 11:00,,,,,,755.3,70,0,0,-18.7,0
18.01.2021 11:20,,,,,,755.2,70,0,0,-18.2,0
18.01.2021 11:40,,,,,,755.1,70,0,0,-17.8,0
18.01.2021 12:00,,,,,,755.2,69,0,0,-17.4,0
