Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки
18.01.2021 9:00,,,,,,749.1,84.1,0,0,-19.7,0
18.01.2021 9:20,,,,,,749.3,84.6,0,0,-19.5,0
18.01.2021 9:40,,,,,,749.4,84.5,0,0,-19.4,0
18.01.2021 10:00,,,,,,749.5,85,0,0,-19.1,0
18.01.2021 10:20,,,,,,749.6,84.9,0,0,-19,0
18.01.2021 10:40,,,,,,749.7,85.5,0,0,-18.5,0
18.01.2021 11:00,,,,,,749.7,85.5,0,0,-17.6,0
18.01.2021 11:20,,,,,,749.6,85,0,350,-17.2,0
18.01.2021 11:40,,,,,,749.5,85,0.6,0,-16.9,0
18.01.2021 12:00,,,,,,749.7,85,0.4,21,-16.7,0
18.01.2021 12:20,,,,,,749.4,84.9,0.8,345,-16.3,0
18.01.2021 12:40,,,,,,749.3,84,0.9,49,-16,0
18.01.2021 13:00,,,,,,749.2,84.3,0.7,0,-15.9,0
18.01.2021 13:20,,,,,,749.4,84.7,0.4,37,-15.7,0
18.01.2021 13:40,,,,,,749.4,85,0.1,28,-15.4,0
18.01.2021 14:00,,,,,,749.3,85,0.1,0,-15.1,0
18.01.2021 14:20,,,,,,749.3,84.8,0.2,0,-14.9,0
18.01.2021 14:40,,,,,,749.2,85,0.1,0,-15.1,0
18.01.2021 15:00,,,,,,749.2,85,0.2,0,-15.2,0
18.01.2021 15:20,,,,,,749.1,85.1,0.2,0,-15,0
18.01.2021 15:40,,,,,,749.1,85,0,0,-14.8,0
18.01.2021 16:00,,,,,,749.1,85,0.1,359,-14.6,0
18.01.2021 16:20,,,,,,749.1,85,0,0,-14.8,0
18.01.2021 16:40,,,,,,749.1,85,0,0,-15.3,0
18.01.2021 17:00,,,,,,749.1,85.9,0,0,-15.6,0
18.01.2021 17:20,,,,,,749.2,85.6,0,0,-15.9,0
18.01.2021 17:40,,,,,,749.2,85.9,0,0,-16.1,0
18.01.2021 18:00,,,,,,749.1,86,0,0,-16.1,0
18.01.2021 18:20,,,,,,749,85.6,0,0,-16.2,0
18.01.2021 18:40,,,,,,748.9,86,0,0,-16.3,0
18.01.2021 19:00,,,,,,748.9,86,0.1,0,-16.4,0
18.01.2021 19:20,,,,,,749,86,0.2,332,-16.4,0
18.01.2021 19:40,,,,,,748.9,86,0.1,0,-16.5,0
18.01.2021 20:00,,,,,,748.9,86,0,0,-16.3,0
18.01.2021 20:20,,,,,,748.9,86,0,0,-16.3,0
18.01.2021 20:40,,,,,,748.8,86,0.3,0,-16.2,0
18.01.2021 21:00,,,,,,748.8,85.4,0.8,8,-16.1,0
18.01.2021 21:20,,,,,,748.8,85,0.6,0,-16.3,0
18.01.2021 21:40,,,,,,748.8,85,0.2,0,-16.4,0
18.01.2021 22:00,,,,,,748.8,85.6,0.1,0,-16.6,0
18.01.2021 22:20,,,,,,748.8,85.9,0,0,-16.7,0
18.01.2021 22:40,,,,,,748.8,86,0,0,-16.8,0
18.01.2021 23:00,,,,,,748.8,86,0,0,-16.8,0
18.01.2021 23:20,,,,,,748.8,86,0,0,-16.9,0
18.01.2021 23:40,,,,,,748.9,86,0,0,-17,0
19.01.2021 0:00,,,,,,749,86,0,0,-17.1,0
19.01.2021 0:20,,,,,,749,86,0,0,-17.1,0
19.01.2021 0:40,,,,,,748.9,86,0,0,-17.2,0
19.01.2021 1:00,,,,,,748.8,86,0,0,-17.1,0
19.01.2021 1:20,,,,,,748.7,86,0,337,-16.9,0
19.01.2021 1:40,,,,,,748.6,86,0.2,0,-17,0
19.01.2021 2:00,,,,,,748.5,86,0,0,-16.9,0
19.01.2021 2:20,,,,,,748.4,85.9,0,0,-16.6,0
19.01.2021 2:40,,,,,,748.4,86,0.2,0,-16.7,0
19.01.2021 3:00,,,,,,748.3,86,0.1,0,-16.7,0
19.01.2021 3:20,,,,,,748.4,86,0,0,-16.5,0
19.01.2021 3:40,,,,,,748.3,86,0,0,-16.4,0
19.01.2021 4:00,,,,,,748.3,86,0,0,-16.4,0
19.01.2021 4:20,,,,,,748.3,86,0,0,-16.4,0
19.01.2021 4:40,,,,,,748.3,86,0,0,-16.4,0
19.01.2021 5:00,,,,,,748.2,86,0.1,31,-16.2,0
19.01.2021 5:20,,,,,,748.2,86,0.1,0,-16.3,0
19.01.2021 5:40,,,,,,748.2,86,0,0,-16.3,0
19.01.2021 6:00,,,,,,748.1,86,0,0,-16.3,0
19.01.2021 6:20,,,,,,748.1,86,0,0,-16.2,0
19.01.2021 6:40,,,,,,748.1,86,0,0,-16.2,0
19.01.2021 7:00,,,,,,748,86,0,0,-16.2,0
19.01.2021 7:20,,,,,,748,86,0,12,-16.2,0
19.01.2021 7:40,,,,,,748,86.2,0.1,0,-16.1,0
19.01.2021 8:00,,,,,,748,86,0,0,-16,0
19.01.2021 8:20,,,,,,747.9,86,0,0,-16,0
19.01.2021 8:40,,,,,,747.9,86,0,0,-15.9,0
19.01.2021 9:00,,,,,,748,86,0,0,-15.8,0
19.01.2021 9:20,,,,,,748.1,86,0,0,-15.4,0
19.01.2021 9:40,,,,,,748.2,86,0,0,-15.1,0
19.01.2021 10:00,,,,,,748.2,86,0,0,-14.7,0
19.01.2021 10:20,,,,,,748.2,86,0,0,-14.3,0
19.01.2021 10:40,,,,,,748.2,86,0,0,-14.1,0
19.01.2021 11:00,,,,,,748.1,86,0.4,359,-14.1,0
19.01.2021 11:20,,,,,,748.1,86,0.5,22,-13.9,0
19.01.2021 11:40,,,,,,748,85.7,0.3,16,-13.7,0
19.01.2021 12:00,,,,,,748,85.7,0.5,0,-13.4,0
19.01.2021 12:20,,,,,,748,86,0.1,0,-12.9,0
19.01.2021 12:40,,,,,,747.9,86,0.3,335,-12.6,0
19.01.2021 13:00,,,,,,747.9,86,0.6,0,-12.7,0
19.01.2021 13:20,,,,,,747.8,86,0.2,0,-12.6,0
19.01.2021 13:40,,,,,,747.6,86,0.9,274,-12.4,0
19.01.2021 14:00,,,,,,747.5,86,0.7,233,-12.3,0
19.01.2021 14:20,,,,,,747.4,85.8,0.8,253,-12.2,0
19.01.2021 14:40,,,,,,747.2,86,0.6,319,-12.1,0
19.01.2021 15:00,,,,,,747.2,86.1,1,251,-12.2,0
19.01.2021 15:20,,,,,,747.1,86,0.7,0,-12.3,0
19.01.2021 15:40,,,,,,747.3,87,0.3,319,-12.2,0
19.01.2021 16:00,,,,,,747.3,87,0.2,0,-12,0
19.01.2021 16:20,,,,,,747.3,87,0.6,310,-11.9,0
19.01.2021 16:40,,,,,,747.2,87.3,0.1,0,-11.8,0
19.01.2021 17:00,,,,,,747.2,87,0.9,204,-11.8,0
19.01.2021 17:20,,,,,,747.3,87,0.8,258,-11.8,0
19.01.2021 17:40,,,,,,747.3,86.7,0.7,240,-11.8,0
19.01.2021 18:00,,,,,,747.2,86.5,0.8,247,-11.8,0
19.01.2021 18:20,,,,,,747.3,86.8,0.9,333,-11.7,0
19.01.2021 18:40,,,,,,747.4,86.2,0.7,253,-11.9,0
19.01.2021 19:00,,,,,,747.4,86.8,0.8,253,-12.1,0
19.01.2021 19:20,,,,,,747.4,86.9,0.9,224,-12.1,0
19.01.2021 19:40,,,,,,747.4,87,0.9,208,-12.1,0
19.01.2021 20:00,,,,,,747.6,87,0.8,253,-12.2,0
19.01.2021 20:20,,,,,,747.5,87,0.8,195,-12,0
19.01.2021 20:40,,,,,,747.4,87,0.9,235,-12,0
19.01.2021 21:00,,,,,,747.4,87,0.7,246,-11.9,0
19.01.2021 21:20,,,,,,747.5,87,0.5,228,-11.9,0
19.01.2021 21:40,,,,,,747.5,87.6,0.6,0,-11.9,0
19.01.2021 22:00,,,,,,747.5,88,0.7,224,-11.9,0
19.01.2021 22:20,,,,,,747.4,87.7,0.8,220,-11.7,0
19.01.2021 22:40,,,,,,747.4,87.8,0.9,233,-11.6,0
19.01.2021 23:00,,,,,,747.5,88,0.7,251,-11.5,0
19.01.2021 23:20,,,,,,747.4,88,1,214,-11.3,0
19.01.2021 23:40,,,,,,747.5,88,1,251,-11.1,0
19.09.2021 00:00,0.1,0.0412,0.015,0.017,0.008,753.8,75.2,1,37,5.8,0
19.09.2021 00:20,0.1,0.0362,0.012,0.015,0.008,753.8,75.2,1.4,79,5.6,0
19.09.2021 00:40,0.1,0.036,0.008,0.015,0.009,753.8,75,1.2,73,5.6,0
19.09.2021 01:00,0.1,0.032,0.006,0.014,0.008,753.8,74.4,1.9,60,5.5,0
19.09.2021 01:20,0.1,0.033,0.004,0.015,0.008,753.8,74.1,1.6,85,5.6,0
19.09.2021 01:40,0.1,0.0316,0.006,0.015,0.007,753.7,73.3,2.1,34,5.7,0
19.09.2021 02:00,0.1,0.0303,0.004,0.015,0.006,753.6,73,2.3,64,5.6,0
19.09.2021 02:20,0.1,0.0308,0.004,0.014,0.006,753.6,74,1.7,83,5.4,0
19.09.2021 02:40,0.1,0.0314,0.004,0.014,0.007,753.6,74,1.7,60,5.4,0
19.09.2021 03:00,0.1,0.0256,0.002,0.013,0.006,753.6,73.7,2.2,77,5.3,0
19.09.2021 03:20,0,0.0233,0.001,0.013,0.006,753.5,73.8,1.7,103,5.3,0
19.09.2021 03:40,0,0.0231,0.001,0.013,0.007,753.6,74,1.5,69,5.1,0
19.09.2021 04:00,0,0.0206,0.001,0.013,0.007,753.7,74.5,1.8,68,5.1,0
19.09.2021 04:20,0,0.0207,0.001,0.012,0.006,753.6,74,1.7,87,5,0
19.09.2021 04:40,0,0.0187,0.002,0.011,0.006,753.5,74,1.5,56,5,0
19.09.2021 05:00,0,0.0184,0.002,0.011,0.005,753.5,73.8,2.7,38,4.9,0
19.09.2021 05:20,0,0.0199,0.003,0.01,0.005,753.3,73.7,3.1,8,4.8,0
19.09.2021 05:40,0,0.0216,0.003,0.011,0.005,753.2,74.5,1.6,62,4.7,0
19.09.2021 06:00,0,0.0235,0.006,0.012,0.006,753.1,75.7,2.3,85,4.5,0
19.09.2021 06:20,0.1,0.0257,0.006,0.012,0.006,753.2,76.1,1.8,84,4.4,0
19.09.2021 06:40,0.1,0.0236,0.006,0.012,0.007,753.2,76.1,2.2,76,4.4,0
19.09.2021 07:00,0.1,0.0264,0.01,0.013,0.007,753.2,76.8,2.2,48,4.4,0
19.09.2021 07:20,0.1,0.0241,0.006,0.014,0.009,753.3,77,2.5,62,4.4,0
19.09.2021 07:40,0.1,0.0249,0.009,0.014,0.008,753.2,77,2.2,64,4.4,0
19.09.2021 08:00,0.1,0.0252,0.011,0.014,0.008,753.2,77,3,81,4.4,0
19.09.2021 08:20,0.1,0.0262,0.012,0.017,0.008,753.3,76.3,3,47,4.7,0
19.09.2021 08:40,0.1,0.0308,0.015,0.018,0.008,753.3,75.1,2.8,70,4.9,0
19.09.2021 09:00,0.1,0.0304,0.017,0.018,0.008,753.2,75.3,2.1,103,5.1,0
19.09.2021 09:20,0.1,0.0259,0.012,0.017,0.008,753.2,75,2.3,43,5.2,0
19.09.2021 09:40,0.1,0.0254,0.016,0.017,0.007,753.2,74.4,2.5,40,5.4,0
19.09.2021 10:00,0.1,0.0336,0.023,0.018,0.007,753.1,73.6,2.5,64,5.7,0
19.09.2021 10:20,0.1,0.0294,0.017,0.021,0.008,753,72.3,2.9,66,6,0
19.09.2021 10:40,0.1,0.0234,0.018,0.023,0.009,753,70.7,3.2,133,6.5,0
19.09.2021 11:00,0.1,0.0342,0.019,0.022,0.008,752.9,69.2,2.9,85,6.9,0
19.09.2021 11:20,0.1,0.029,0.013,0.022,0.007,752.8,67.9,3.2,85,7.2,0
19.09.2021 11:40,0.1,0.0272,0.013,0.024,0.008,752.8,67.1,3.4,49,7.3,0
19.09.2021 12:00,0.1,0.0243,0.01,0.026,0.008,752.9,67,2.6,116,7.4,0
19.09.2021 12:20,0.2,0.0237,0.011,0.025,0.008,752.9,66.1,2.4,29,7.7,0
19.09.2021 12:40,0.2,0.0244,0.01,0.025,0.007,752.9,65.3,3,83,7.8,0
19.09.2021 13:00,0.1,0.0274,0.008,0.023,0.007,752.8,65.4,2.7,64,7.8,0
19.09.2021 13:20,0.1,0.0321,0.01,0.022,0.007,752.8,65.3,2.4,77,7.8,0
19.09.2021 13:40,0.1,0.0301,0.011,0.022,0.007,752.6,65.2,2.5,49,7.9,0
19.09.2021 14:00,0.1,0.0235,0.009,0.021,0.006,752.4,64.9,2.9,43,7.9,0
19.09.2021 14:20,0.1,0.022,0.009,0.024,0.007,752.4,64.7,2.6,87,8,0
19.09.2021 14:40,0.1,0.0219,0.011,0.027,0.007,752.3,64.2,3.2,43,8,0
19.09.2021 15:00,0.1,0.0188,0.009,0.028,0.007,752.1,64,2.8,81,8.1,0
19.09.2021 15:20,0.1,0.019,0.006,0.024,0.007,752,64,3.3,52,8.1,0
19.09.2021 15:40,0.1,0.0206,0.01,0.026,0.007,751.9,64.4,2.8,41,8.1,0
19.09.2021 16:00,0.1,0.0225,0.01,0.026,0.007,751.8,64.9,2.9,34,8,0
19.09.2021 16:20,0.1,0.0196,0.006,0.024,0.007,751.8,64.9,2.6,59,8,0
19.09.2021 16:40,0.1,0.0183,0.011,0.021,0.006,751.6,64.8,3,58,8,0
19.09.2021 17:00,0.1,0.02,0.007,0.023,0.007,751.5,65,3.3,58,8,0
19.09.2021 17:20,0.1,0.0216,0.007,0.023,0.007,751.5,65,2.3,114,8,0
19.09.2021 17:40,0.1,0.0246,0.009,0.023,0.008,751.4,64.9,2.5,52,7.9,0
19.09.2021 18:00,0.1,0.0172,0.006,0.021,0.007,751.4,64.1,3.3,67,7.9,0
19.09.2021 18:20,0.1,0.0187,0.01,0.022,0.006,751.2,63.4,3.9,35,7.8,0
19.09.2021 18:40,0.1,0.0219,0.012,0.024,0.006,751.1,63.3,3.3,132,7.8,0
19.09.2021 19:00,0.1,0.0214,0.007,0.025,0.007,751,63.1,2.9,18,7.8,0
19.09.2021 19:20,0.1,0.0235,0.004,0.022,0.008,751,64.8,3.1,52,7.7,0
19.09.2021 19:40,0.1,0.0237,0.003,0.021,0.009,751,66.9,2.6,91,7.6,0
19.09.2021 20:00,0.1,0.0325,0.006,0.021,0.011,751.1,70.6,2.1,53,7.2,0
19.09.2021 20:20,0.1,0.0314,0.007,0.021,0.011,751.1,74,2.5,77,6.8,0.2
19.09.2021 20:40,0.1,0.028,0.012,0.02,0.011,751.1,77.6,2,66,6.4,0.2
19.09.2021 21:00,0.1,0.0223,0.008,0.018,0.01,751,80.7,2.2,26,6,0.2
19.09.2021 21:20,0.1,0.0245,0.008,0.017,0.009,750.8,83,2.2,41,5.7,0.2
19.09.2021 21:40,0.2,0.0209,0.007,0.015,0.009,750.7,84.3,2.1,97,5.6,0
19.09.2021 22:00,0.1,0.029,0.006,0.015,0.01,750.7,85.2,2.1,48,5.6,0.4
19.09.2021 22:20,0.1,0.0343,0.008,0.015,0.01,750.6,85.5,2.5,78,5.6,0.2
19.09.2021 22:40,0.1,0.0304,0.005,0.014,0.009,750.4,85.5,2.8,54,5.6,0.2
19.09.2021 23:00,0.1,0.0257,0.003,0.013,0.009,750.2,86,3.2,81,5.5,0.4
19.09.2021 23:20,0.1,0.0267,0.006,0.014,0.009,750.1,86.7,2.8,47,5.4,0.4
19.09.2021 23:40,0.1,0.0231,0.002,0.014,0.009,750,87,3.2,58,5.3,0.4
20.09.2021 00:00,0.1,0.0213,0.003,0.013,0.009,749.9,87.6,2.2,63,5.2,0.6
20.09.2021 00:20,0.1,0.0163,0.003,0.012,0.008,749.7,88.2,2.7,80,5.1,0.4
20.09.2021 00:40,0.1,0.013,0.002,0.011,0.008,749.6,89,2.3,43,5,0.6
20.09.2021 01:00,0.1,0.0133,0.004,0.011,0.008,749.5,89.6,2.4,70,4.9,0.6
20.09.2021 01:20,0.1,0.0111,0.003,0.01,0.008,749.4,89.6,3,85,4.8,0.2
20.09.2021 01:40,0.1,0.0108,0.002,0.011,0.009,749.3,90.1,2.7,75,4.8,0.8
20.09.2021 02:00,0.1,0.0091,0.001,0.011,0.009,749.2,90.9,3,34,4.7,0.8
20.09.2021 02:20,0.1,0.0091,0.001,0.012,0.009,749.3,91,3.4,86,4.7,1
20.09.2021 02:40,0.1,0.0107,0.001,0.011,0.009,749.2,91,2.9,45,4.7,0.8
20.09.2021 03:00,0.1,0.0091,0.001,0.01,0.008,749.1,91,3,54,4.7,1.2
20.09.2021 03:20,0.1,0.0077,0.001,0.01,0.007,748.9,91.1,3.3,43,4.6,0.6
20.09.2021 03:40,0.1,0.008,0.001,0.009,0.008,748.8,91.2,3.4,23,4.6,1
20.09.2021 04:00,0.1,0.0065,0,0.009,0.008,748.7,91.4,3.1,62,4.6,0.4
20.09.2021 04:20,0.1,0.0076,0.002,0.01,0.01,748.7,91.6,3.1,66,4.7,0
20.09.2021 04:40,0.1,0.0064,0,0.009,0.008,748.6,91.6,3.1,10,4.7,0
20.09.2021 05:00,0.1,0.0073,0.001,0.008,0.007,748.4,91.6,2.7,58,4.7,0
20.09.2021 05:20,0.1,0.0086,0.002,0.007,0.006,748.4,91.6,2.9,56,4.7,0
20.09.2021 05:40,0.1,0.0099,0.003,0.007,0.006,748.4,91.3,3.1,84,4.7,0.2
20.09.2021 06:00,0.1,0.0099,0.003,0.007,0.005,748.4,91.5,2.6,18,4.6,0.6
20.09.2021 06:20,0.1,0.0135,0.005,0.007,0.005,748.4,92,2.3,67,4.5,0.8
20.09.2021 06:40,0.1,0.0126,0.002,0.006,0.005,748.4,92.4,2.8,97,4.5,0.4
20.09.2021 07:00,0.1,0.0169,0.006,0.007,0.005,748.4,93,3.2,54,4.5,0.2
20.09.2021 07:20,0.1,0.019,0.006,0.007,0.005,748.4,93,3,48,4.6,0
20.09.2021 07:40,0.1,0.0193,0.007,0.007,0.005,748.4,93,3.4,29,4.6,0.2
20.09.2021 08:00,0.2,0.0206,0.009,0.007,0.005,748.5,93,3.1,79,4.6,0
20.09.2021 08:20,0.2,0.0243,0.01,0.007,0.006,748.5,92.8,3.2,38,4.8,0
20.09.2021 08:40,0.2,0.0249,0.008,0.007,0.006,748.6,92,3.3,81,4.9,0
20.09.2021 09:00,0.2,0.0249,0.011,0.007,0.005,748.6,92,3.6,48,4.9,0
20.09.2021 09:20,0.2,0.024,0.011,0.007,0.005,748.6,92.4,3.3,57,4.9,0
20.09.2021 09:40,0.2,0.0256,0.014,0.007,0.005,748.6,92.7,3.6,129,5,0
20.09.2021 10:00,0.2,0.0263,0.01,0.008,0.006,748.6,93,3.4,93,5.1,0
20.09.2021 10:20,0.2,0.0297,0.013,0.008,0.005,748.7,93,2.6,81,5.2,0
20.09.2021 10:40,0.2,0.0397,0.017,0.008,0.006,748.7,93,2.7,78,5.3,0
20.09.2021 11:00,0.2,0.0351,0.019,0.008,0.007,748.6,93,3,36,5.4,0
20.09.2021 11:20,0.2,0.036,0.022,0.008,0.008,748.6,93,3.6,125,5.6,0
20.09.2021 11:40,0.2,0.0312,0.01,0.007,0.006,748.6,93,3.5,81,5.6,0
20.09.2021 12:00,0.2,0.0339,0.015,0.007,0.005,748.6,93,3.6,82,5.7,0
20.09.2021 12:20,0.2,0.0347,0.014,0.008,0.006,748.6,93,3.2,89,5.8,0
20.09.2021 12:40,0.2,0.0341,0.013,0.007,0.005,748.6,92.9,3.5,57,5.8,0
20.09.2021 13:00,0.2,0.0383,0.019,0.007,0.005,748.6,93,3.7,85,5.9,0
20.09.2021 13:20,0.2,0.0381,0.021,0.008,0.005,748.6,93,3.1,68,6,0
20.09.2021 13:40,0.2,0.0351,0.014,0.007,0.005,748.5,93,3.3,94,6,0
20.09.2021 14:00,0.2,0.0327,0.013,0.007,0.005,748.6,93,3.5,89,6,0
20.09.2021 14:20,0.3,0.0402,0.017,0.008,0.006,748.6,93,2.8,58,6.1,0
20.09.2021 14:40,0.2,0.0398,0.019,0.008,0.008,748.6,93,2.6,87,6.2,0
20.09.2021 15:00,0.2,0.037,0.017,0.007,0.006,748.6,93,3,54,6.2,0
20.09.2021 15:20,0.2,0.0374,0.016,0.008,0.005,748.6,93.5,2.7,79,6.3,0
20.09.2021 15:40,0.2,0.0421,0.024,0.008,0.005,748.6,94,2.6,81,6.4,0
20.09.2021 16:00,0.2,0.0408,0.014,0.009,0.006,748.6,94,2.6,39,6.5,0
20.09.2021 16:20,0.2,0.0425,0.015,0.008,0.006,748.6,93.2,3,69,6.6,0
20.09.2021 16:40,0.2,0.0399,0.015,0.007,0.005,748.6,92.6,3.3,102,6.7,0
20.09.2021 17:00,0.2,0.0398,0.02,0.007,0.005,748.6,92,3.1,77,6.8,0
20.09.2021 17:20,0.2,0.0432,0.019,0.008,0.005,748.6,92.2,2.6,57,6.7,0.2
20.09.2021 17:40,0.2,0.0395,0.012,0.008,0.005,748.6,92.8,2.3,75,6.7,0
20.09.2021 18:00,0.2,0.0408,0.013,0.008,0.005,748.7,93,2.4,89,6.6,0.2
20.09.2021 18:20,0.2,0.0468,0.019,0.008,0.006,748.7,93,2.6,77,6.5,0
20.09.2021 18:40,0.2,0.043,0.015,0.008,0.007,748.7,93,2.9,71,6.5,0.2
20.09.2021 19:00,0.2,0.0385,0.011,0.007,0.007,748.7,93,3,87,6.5,0
20.09.2021 19:20,0.2,0.0381,0.01,0.007,0.006,748.8,93,3.1,57,6.4,0
20.09.2021 19:40,0.2,0.0367,0.007,0.007,0.006,748.8,93,3.6,53,6.5,0.2
20.09.2021 20:00,0.2,0.0379,0.008,0.006,0.005,748.8,93,2.9,354,6.4,0
20.09.2021 20:20,0.2,0.0355,0.007,0.006,0.005,748.8,93,3.2,51,6.4,0
20.09.2021 20:40,0.2,0.0381,0.01,0.007,0.005,748.8,93,3.1,114,6.3,0
20.09.2021 21:00,0.2,0.0394,0.008,0.006,0.005,748.9,93,2.9,54,6.2,0.2
20.09.2021 21:20,0.1,0.036,0.008,0.005,0.004,748.8,93,3.3,42,6.2,0
20.09.2021 21:40,0.1,0.0337,0.006,0.005,0.004,748.8,93,3,59,6.1,0.2
20.09.2021 22:00,0.1,0.0349,0.008,0.005,0.005,748.7,93,3.7,74,6,0
20.09.2021 22:20,0.1,0.0319,0.007,0.005,0.006,748.7,93,3,52,6,0.4
20.09.2021 22:40,0.1,0.0251,0.004,0.005,0.004,748.6,93,2.9,52,6,0.2
20.09.2021 23:00,0.1,0.0249,0.003,0.005,0.004,748.6,93.3,3.1,75,5.9,0
20.09.2021 23:20,0.1,0.023,0.002,0.006,0.005,748.5,93.8,2.5,58,5.9,0.2
20.09.2021 23:40,0.1,0.0221,0.002,0.005,0.004,748.4,93.3,3.4,47,5.9,0
21.09.2021 0:00,,,,,,748.3,93,2.9,33,5.8,0
21.09.2021 0:20,,,,,,748.2,93.2,3.1,68,5.8,0.2
21.09.2021 0:40,,,,,,748.1,93.5,2.5,87,5.8,0
21.09.2021 1:00,,,,,,748.1,93.6,2.6,29,5.8,0.2
21.09.2021 1:20,,,,,,748,93,3.2,95,5.8,0.2
21.09.2021 1:40,,,,,,747.9,93,2.5,93,5.9,0
21.09.2021 2:00,,,,,,747.8,93.1,2.7,57,5.8,0.2
21.09.2021 2:20,,,,,,747.6,93.2,2.7,75,5.9,0.4
21.09.2021 2:40,,,,,,747.5,93,2.5,0,5.9,0.4
21.09.2021 3:00,,,,,,747.4,93,2.7,24,5.9,0.4
21.09.2021 3:20,,,,,,747.3,93,2.5,65,5.9,0.2
21.09.2021 3:40,,,,,,747.1,93,2.8,81,6,0.6
21.09.2021 4:00,,,,,,747,93,2.5,81,6,0.4
21.09.2021 4:20,,,,,,747,93,2.7,93,6,0.2
21.09.2021 4:40,,,,,,746.9,93,2.5,60,6.1,0.2
21.09.2021 5:00,,,,,,746.9,93,2.9,79,6.1,0.4
21.09.2021 5:20,,,,,,746.7,93,2.4,62,6.1,0.2
21.09.2021 5:40,,,,,,746.7,93,2.5,65,6.1,0.2
21.09.2021 6:00,,,,,,746.6,93,2.3,71,6.2,0
21.09.2021 6:20,,,,,,746.5,92.9,2.8,89,6.2,0
21.09.2021 6:40,,,,,,746.5,92.8,2.5,93,6.3,0.4
21.09.2021 7:00,,,,,,746.5,93,2.2,89,6.3,0.2
21.09.2021 7:20,,,,,,746.4,93,2.6,87,6.4,0.2
21.09.2021 7:40,,,,,,746.3,93.3,2.3,66,6.4,0.4
21.09.2021 8:00,,,,,,746.3,93.5,1.9,64,6.5,0.2
21.09.2021 8:20,,,,,,746.4,94,1.9,64,6.5,0
21.09.2021 8:40,,,,,,746.4,94,1.6,104,6.5,0.2
21.09.2021 9:00,,,,,,746.3,94.9,1.4,118,6.5,0
21.09.2021 9:20,,,,,,746.3,95,1.7,52,6.6,0.2
21.09.2021 9:40,,,,,,746.3,95,1.3,66,6.7,0.2
21.09.2021 10:00,,,,,,746.4,95,1.4,0,6.7,0
21.09.2021 10:20,,,,,,746.4,95,1.7,66,6.8,0
21.09.2021 10:40,,,,,,746.4,94.3,1.8,58,6.8,0.2
21.09.2021 11:00,,,,,,746.4,94.3,1.7,0,6.7,0
21.09.2021 11:20,,,,,,746.4,95,1.7,0,6.7,0
21.09.2021 11:40,,,,,,746.3,95,1.8,93,6.7,0
21.09.2021 12:00,,,,,,746.3,95,1.4,82,6.8,0
21.09.2021 12:20,,,,,,746.4,95,1.7,72,6.8,0
21.09.2021 12:40,,,,,,746.4,94.2,1.6,66,6.8,0
21.09.2021 13:00,,,,,,746.5,94,1.8,60,6.9,0
21.09.2021 13:20,,,,,,746.6,94,1.8,20,6.9,0
21.09.2021 13:40,,,,,,746.6,94,1.7,47,6.9,0
21.09.2021 14:00,,,,,,746.6,93.5,2.3,59,6.9,0
21.09.2021 14:20,,,,,,746.7,93,2.7,64,6.9,0
21.09.2021 14:40,,,,,,746.6,93.7,2,77,6.9,0
21.09.2021 15:00,,,,,,746.6,94,1.6,96,6.8,0
21.09.2021 15:20,,,,,,746.6,94,1.9,55,6.8,0
21.09.2021 15:40,,,,,,746.5,93.9,1.2,101,6.8,0
21.09.2021 16:00,,,,,,746.5,93,1.6,61,6.8,0
21.09.2021 16:20,,,,,,746.6,93,1.7,19,6.8,0
21.09.2021 16:40,,,,,,746.5,92.5,2,68,6.7,0.2
21.09.2021 17:00,,,,,,746.4,92,2.2,67,6.7,0
21.09.2021 17:20,,,,,,746.3,92,1.8,72,6.6,0
21.09.2021 17:40,,,,,,746.4,92,2,41,6.6,0
21.09.2021 18:00,,,,,,746.4,92.8,2.1,79,6.5,0.2
21.09.2021 18:20,,,,,,746.4,93,1.5,27,6.4,0
21.09.2021 18:40,,,,,,746.4,93,1.7,42,6.3,0.2
21.09.2021 19:00,,,,,,746.4,93.5,1.5,45,6.3,0.2
21.09.2021 19:20,,,,,,746.4,94,1.4,83,6.2,0.2
21.09.2021 19:40,,,,,,746.4,94,1.5,35,6.2,0.2
21.09.2021 20:00,,,,,,746.4,94,1.6,38,6.2,0.2
21.09.2021 20:20,,,,,,746.3,93.1,1.7,67,6.2,0.2
21.09.2021 20:40,,,,,,746.2,93.1,1.6,46,6.2,0
21.09.2021 21:00,,,,,,746.1,94,1.5,35,6.2,0.2
21.09.2021 21:20,,,,,,746.1,94,1.1,359,6.2,0
21.09.2021 21:40,,,,,,746,94,1.2,54,6.2,0.2
21.09.2021 22:00,,,,,,746,94,1.3,82,6.2,0
21.09.2021 22:20,,,,,,745.9,94,1.1,48,6.2,0
21.09.2021 22:40,,,,,,745.8,94,1.4,11,6.2,0.2
21.09.2021 23:00,,,,,,745.8,94,1.4,42,6.1,0.2
21.09.2021 23:20,,,,,,745.7,94,1.3,12,6.1,0
21.09.2021 23:40,,,,,,745.5,94,1.5,18,6.1,0.2
07.04.2021 00:00,0.3,0.0388,0.02,0.046,0.017,739.8,70.7,1,4,6.1,0
