Дата и время,CO,NO2,NO,PM10,Давление,Влажность,| V |,_V_,-T-,Осадки
27.07.2021 12:20,,,,,754.5,28,0.8,168,28.2,0
27.07.2021 12:40,,,,,754.5,28.1,0.8,21,28.3,0
27.07.2021 13:00,,,,,754.4,27.1,0.8,181,28.7,0
27.07.2021 13:20,,,,,754.2,26.3,0.8,318,29.1,0
27.07.2021 13:40,,,,,754.1,25,1.1,32,29.2,0
27.07.2021 14:00,,,,,754,25,1,318,29.1,0
27.07.2021 14:20,,,,,753.8,25,0.9,311,29.2,0
27.07.2021 14:40,,,,,753.7,24.5,1,359,29.5,0
27.07.2021 15:00,,,,,753.5,24.8,1.3,242,29.5,0
27.07.2021 15:20,,,,,753.3,24.8,1.4,277,29.6,0
27.07.2021 15:40,,,,,753.2,24.5,1.1,227,29.9,0
27.07.2021 16:00,,,,,753,24.9,0.7,359,29.8,0
27.07.2021 16:20,,,,,752.9,24.5,1.4,229,30.1,0
27.07.2021 16:40,,,,,752.8,24.8,0.7,11,29.8,0
27.07.2021 17:00,,,,,752.6,23.9,0.6,236,30.2,0
27.07.2021 17:20,,,,,752.6,23.2,1.3,226,30.1,0
27.07.2021 17:40,,,,,752.5,24.1,0.5,4,29.6,0
27.07.2021 18:00,,,,,752.4,24.7,0.4,231,29.4,0
27.07.2021 18:20,,,,,752.4,24.1,0.5,0,29.2,0
27.07.2021 18:40,,,,,752.4,24,0.4,319,29,0
27.07.2021 19:00,,,,,752.4,24.6,0.4,0,28.8,0
27.07.2021 19:20,,,,,752.3,25.2,0.2,0,28.6,0
27.07.2021 19:40,,,,,752.3,25.9,0.1,0,28.3,0
27.07.2021 20:00,,,,,752.3,27.1,0.1,337,28,0
27.07.2021 20:20,,,,,752.4,28.4,0.3,0,27.5,0
27.07.2021 20:40,,,,,752.5,29.3,0.1,0,27.4,0
27.07.2021 21:00,,,,,752.5,31.4,0.1,0,26.8,0
27.07.2021 21:20,,,,,752.5,32.7,0.1,0,26.3,0
27.07.2021 21:40,,,,,752.4,33.8,0.1,0,26,0
27.07.2021 22:00,,,,,752.4,36.2,0,0,25.3,0
27.07.2021 22:20,,,,,752.4,38.9,0,0,24.5,0
27.07.2021 22:40,,,,,752.4,40.4,0,0,24.1,0
27.07.2021 23:00,,,,,752.4,41.5,0,0,23.8,0
27.07.2021 23:20,,,,,752.4,43.9,0,0,23.3,0
27.07.2021 23:40,,,,,752.5,46.5,0,0,22.8,0
19.09.2021 00:00,0.4,0.0325,0.003,0.026,,,,,,
19.09.2021 00:20,0.4,0.027,0.002,0.026,,,,,,
19.09.2021 00:40,0.3,0.0249,0.002,0.023,,,,,,
19.09.2021 01:00,0.3,0.0229,0.002,0.022,,,,,,
19.09.2021 01:20,0.3,0.0211,0.002,0.022,,,,,,
19.09.2021 01:40,0.3,0.0203,0.002,0.021,,,,,,
19.09.2021 02:00,0.3,0.0168,0.002,0.02,,,,,,
19.09.2021 02:20,0.3,0.0158,0.002,0.017,,,,,,
19.09.2021 02:40,0.3,0.0144,0.002,0.014,,,,,,
19.09.2021 03:00,0.3,0.0126,0.002,0.012,,,,,,
19.09.2021 03:20,0.3,0.0119,0.002,0.011,,,,,,
19.09.2021 03:40,0.4,0.0103,0.002,0.01,,,,,,
19.09.2021 04:00,0.4,0.011,0.002,0.011,,,,,,
19.09.2021 04:20,0.3,0.0104,0.001,0.011,,,,,,
19.09.2021 04:40,0.4,0.0102,0.002,0.01,,,,,,
19.09.2021 05:00,0.3,0.0098,0.002,0.009,,,,,,
19.09.2021 05:20,0.2,0.0114,0.002,0.009,,,,,,
19.09.2021 05:40,0.2,0.0107,0.002,0.01,,,,,,
19.09.2021 06:00,0.3,0.0122,0.002,0.012,,,,,,
19.09.2021 06:20,0.3,0.0139,0.002,0.012,,,,,,
19.09.2021 06:40,0.3,0.0157,0.002,0.012,,,,,,
19.09.2021 07:00,0.3,0.0165,0.002,0.012,,,,,,
19.09.2021 07:20,0.3,0.0181,0.003,0.014,,,,,,
19.09.2021 07:40,0.3,0.0189,0.004,0.015,,,,,,
19.09.2021 08:00,0.3,0.0196,0.004,0.015,,,,,,
19.09.2021 08:20,0.3,0.0199,0.004,0.015,,,,,,
19.09.2021 08:40,0.3,0.0211,0.005,0.014,,,,,,
19.09.2021 09:00,0.3,0.0214,0.006,0.015,,,,,,
19.09.2021 09:20,0.3,0.022,0.006,0.016,,,,,,
19.09.2021 09:40,0.3,0.0224,0.007,0.017,,,,,,
19.09.2021 10:00,0.3,0.0209,0.007,0.018,,,,,,
19.09.2021 10:20,0.3,0.0186,0.007,0.019,,,,,,
19.09.2021 10:40,0.3,0.0163,0.006,0.021,,,,,,
19.09.2021 11:00,0.3,0.0151,0.005,0.022,,,,,,
19.09.2021 11:20,0.3,0.0147,0.005,0.026,,,,,,
19.09.2021 11:40,0.3,0.0166,0.005,0.027,,,,,,
19.09.2021 12:00,0.3,0.0145,0.004,0.027,,,,,,
19.09.2021 12:20,0.3,0.0135,0.004,0.025,,,,,,
19.09.2021 12:40,0.3,0.0156,0.004,0.022,,,,,,
19.09.2021 13:00,0.3,0.0117,0.003,0.025,,,,,,
19.09.2021 13:20,0.3,0.012,0.003,0.027,,,,,,
19.09.2021 13:40,0.3,0.0187,0.004,0.026,,,,,,
19.09.2021 14:00,0.3,0.0198,0.004,0.022,,,,,,
19.09.2021 14:20,0.3,0.0173,0.004,0.022,,,,,,
19.09.2021 14:40,0.4,0.0167,0.004,0.024,,,,,,
19.09.2021 15:00,0.4,0.0163,0.004,0.023,,,,,,
19.09.2021 15:20,0.4,0.0164,0.004,0.023,,,,,,
19.09.2021 15:40,0.4,0.0146,0.004,0.025,,,,,,
19.09.2021 16:00,0.4,0.0157,0.003,0.028,,,,,,
19.09.2021 16:20,0.4,0.0169,0.004,0.028,,,,,,
19.09.2021 16:40,0.4,0.0148,0.003,0.028,,,,,,
19.09.2021 17:00,0.4,0.0147,0.003,0.029,,,,,,
19.09.2021 17:20,0.4,0.017,0.003,0.028,,,,,,
19.09.2021 17:40,0.4,0.0185,0.003,0.025,,,,,,
19.09.2021 18:00,0.4,0.0186,0.003,0.024,,,,,,
19.09.2021 18:20,0.4,0.0176,0.003,0.023,,,,,,
19.09.2021 18:40,0.4,0.018,0.002,0.022,,,,,,
19.09.2021 19:00,0.4,0.0191,0.002,0.021,,,,,,
19.09.2021 19:20,0.4,0.0204,0.002,0.017,,,,,,
19.09.2021 19:40,0.4,0.0213,0.003,0.015,,,,,,
19.09.2021 20:00,0.4,0.0204,0.003,0.014,,,,,,
19.09.2021 20:20,0.4,0.0193,0.003,0.013,,,,,,
19.09.2021 20:40,0.4,0.0171,0.003,0.012,,,,,,
19.09.2021 21:00,0.4,0.0167,0.002,0.011,,,,,,
19.09.2021 21:20,0.4,0.0164,0.002,0.011,,,,,,
19.09.2021 21:40,0.4,0.0151,0.003,0.011,,,,,,
19.09.2021 22:00,0.3,0.0163,0.003,0.012,,,,,,
19.09.2021 22:20,0.3,0.0161,0.002,0.011,,,,,,
19.09.2021 22:40,0.3,0.0143,0.002,0.01,,,,,,
19.09.2021 23:00,0.3,0.015,0.002,0.011,,,,,,
19.09.2021 23:20,0.3,0.0155,0.002,0.011,,,,,,
19.09.2021 23:40,0.3,0.0147,0.002,0.011,,,,,,
20.09.2021 00:00,0.2,0.0119,0.002,0.011,,,,,,
20.09.2021 00:20,0.2,0.01,0.002,0.011,,,,,,
20.09.2021 00:40,0.2,0.0092,0.002,0.011,,,,,,
20.09.2021 01:00,0.2,0.0101,0.002,0.011,,,,,,
20.09.2021 01:20,0.2,0.0094,0.002,0.011,,,,,,
20.09.2021 01:40,0.2,0.0091,0.002,0.01,,,,,,
20.09.2021 02:00,0.2,0.0087,0.002,0.011,,,,,,
20.09.2021 02:20,0.2,0.0085,0.002,0.01,,,,,,
20.09.2021 02:40,0.2,0.0076,0.002,0.009,,,,,,
20.09.2021 03:00,0.2,0.0069,0.002,0.008,,,,,,
20.09.2021 03:20,0.2,0.007,0.002,0.007,,,,,,
20.09.2021 03:40,0.2,0.0065,0.002,0.007,,,,,,
20.09.2021 04:00,0.2,0.0066,0.002,0.008,,,,,,
20.09.2021 04:20,0.2,0.0066,0.002,0.008,,,,,,
20.09.2021 04:40,0.2,0.007,0.002,0.008,,,,,,
20.09.2021 05:00,0.2,0.0084,0.002,0.007,,,,,,
20.09.2021 05:20,0.2,0.0095,0.002,0.007,,,,,,
20.09.2021 05:40,0.2,0.01,0.002,0.007,,,,,,
20.09.2021 06:00,0.2,0.0103,0.002,0.007,,,,,,
20.09.2021 06:20,0.2,0.012,0.002,0.007,,,,,,
20.09.2021 06:40,0.2,0.0138,0.002,0.007,,,,,,
20.09.2021 07:00,0.3,0.0159,0.003,0.007,,,,,,
20.09.2021 07:20,0.3,0.0172,0.003,0.006,,,,,,
20.09.2021 07:40,0.3,0.0175,0.003,0.007,,,,,,
20.09.2021 08:00,0.3,0.0189,0.003,0.007,,,,,,
20.09.2021 08:20,0.3,0.0203,0.004,0.007,,,,,,
20.09.2021 08:40,0.3,0.0221,0.004,0.007,,,,,,
20.09.2021 09:00,0.3,0.0229,0.005,0.007,,,,,,
20.09.2021 09:20,0.3,0.0222,0.005,0.007,,,,,,
20.09.2021 09:40,0.3,0.0225,0.005,0.007,,,,,,
20.09.2021 10:00,0.2,0.0227,0.006,0.007,,,,,,
20.09.2021 10:20,0.2,0.0256,0.007,0.007,,,,,,
20.09.2021 10:40,0.3,0.0238,0.006,0.007,,,,,,
20.09.2021 11:00,0.3,0.0244,0.005,0.007,,,,,,
20.09.2021 11:20,0.2,0.022,0.005,0.006,,,,,,
20.09.2021 11:40,0.2,0.0234,0.005,0.006,,,,,,
20.09.2021 12:00,0.2,0.0247,0.005,0.006,,,,,,
20.09.2021 12:20,0.2,0.0249,0.005,0.006,,,,,,
20.09.2021 12:40,0.2,0.025,0.005,0.006,,,,,,
20.09.2021 13:00,0.2,0.0266,0.006,0.006,,,,,,
20.09.2021 13:20,0.1,0.0264,0.006,0.007,,,,,,
20.09.2021 13:40,0.1,0.0269,0.006,0.007,,,,,,
20.09.2021 14:00,0.1,0.027,0.006,0.007,,,,,,
20.09.2021 14:20,0.1,0.0266,0.006,0.007,,,,,,
20.09.2021 14:40,0.1,0.0265,0.004,0.006,,,,,,
20.09.2021 15:00,0.1,0.0271,0.004,0.007,,,,,,
20.09.2021 15:20,0.2,0.0261,0.005,0.006,,,,,,
20.09.2021 15:40,0.1,0.0256,0.004,0.007,,,,,,
20.09.2021 16:00,0.1,0.0223,0.004,0.008,,,,,,
20.09.2021 16:20,0.2,0.024,0.004,0.007,,,,,,
20.09.2021 16:40,0.1,0.0239,0.003,0.007,,,,,,
20.09.2021 17:00,0.1,0.0252,0.003,0.006,,,,,,
20.09.2021 17:20,0.1,0.0265,0.003,0.006,,,,,,
20.09.2021 17:40,0.1,0.0298,0.003,0.006,,,,,,
20.09.2021 18:00,0.1,0.0289,0.003,0.007,,,,,,
20.09.2021 18:20,0.1,0.026,0.003,0.007,,,,,,
20.09.2021 18:40,0.1,0.0263,0.003,0.006,,,,,,
20.09.2021 19:00,0.1,0.0265,0.003,0.006,,,,,,
20.09.2021 19:20,0.1,0.0264,0.003,0.006,,,,,,
20.09.2021 19:40,0.1,0.0241,0.003,0.006,,,,,,
20.09.2021 20:00,0.1,0.0217,0.002,0.006,,,,,,
20.09.2021 20:20,0.1,0.023,0.003,0.006,,,,,,
20.09.2021 20:40,0.1,0.0211,0.002,0.005,,,,,,
20.09.2021 21:00,0.1,0.0204,0.002,0.005,,,,,,
20.09.2021 21:20,0.1,0.0205,0.003,0.005,,,,,,
20.09.2021 21:40,0.1,0.0191,0.002,0.005,,,,,,
20.09.2021 22:00,0.1,0.0189,0.002,0.005,,,,,,
20.09.2021 22:20,0.1,0.0184,0.002,0.005,,,,,,
20.09.2021 22:40,0.1,0.0163,0.002,0.005,,,,,,
20.09.2021 23:00,0.1,0.015,0.002,0.006,,,,,,
20.09.2021 23:20,0.1,0.0156,0.002,0.005,,,,,,
20.09.2021 23:40,0.1,0.0155,0.002,0.005,,,,,,
11.04.2021 00:00,0.1,0.0737,0.005,0.045,757.1,36,0.2,216,7.7,0
11.04.2021 00:20,0.1,0.0784,0.008,0.047,757.2,36.8,0.2,0,7.6,0
11.04.2021 00:40,0.1,0.0842,0.009,0.05,757.2,37.3,0.1,0,7.5,0
11.04.2021 01:00,0.1,0.0819,0.005,0.051,757.3,38,0.1,216,7.4,0
11.04.2021 01:20,0.1,0.0817,0.008,0.05,757.3,38.5,0.1,0,7.3,0
11.04.2021 01:40,0.1,0.0821,0.006,0.052,757.4,39,0.1,264,7.1,0
11.04.2021 02:00,0.1,0.0827,0.004,0.054,757.5,39.5,0.1,0,7,0
11.04.2021 02:20,0,0.0733,0.003,0.054,757.5,40.5,0.1,0,6.8,0
11.04.2021 02:40,0,0.0613,0.001,0.048,757.6,41.2,0.1,0,6.7,0
11.04.2021 03:00,0,0.0558,0.002,0.042,757.6,41.7,0.1,0,6.5,0
11.04.2021 03:20,0,0.0412,0,0.039,757.8,42.3,0,0,6.3,0
11.04.2021 03:40,0,0.0672,0.002,0.042,758,44.1,0.1,131,6,0
11.04.2021 04:00,0.1,0.0882,0.007,0.05,758.1,46.4,0,0,5.4,0
11.04.2021 04:20,0.1,0.0822,0.01,0.052,758.2,48.5,0,137,5,0
11.04.2021 04:40,0.1,0.0852,0.021,0.056,758.3,50.4,0.1,0,4.6,0
11.04.2021 05:00,0.1,0.0849,0.012,0.058,758.4,51.1,0.1,0,4.4,0
11.04.2021 05:20,0.1,0.0838,0.008,0.059,758.5,52.2,0.1,0,4.2,0
11.04.2021 05:40,0.1,0.0863,0.006,0.056,758.7,53.4,0,0,3.8,0
11.04.2021 06:00,0.2,0.0843,0.015,0.055,758.7,54.2,0.1,170,3.4,0
11.04.2021 06:20,0.1,0.0811,0.018,0.056,758.8,54.6,0.1,0,3.5,0
11.04.2021 06:40,0.1,0.0807,0.025,0.061,759,54.4,0.1,0,3.7,0
11.04.2021 07:00,0.1,0.0803,0.024,0.062,759.1,54,0.1,0,3.8,0
11.04.2021 07:20,0.1,0.0793,0.03,0.063,759.3,52.6,0.1,0,4.6,0
11.04.2021 07:40,0.2,0.081,0.048,0.065,759.3,50,0.1,0,5.6,0
11.04.2021 08:00,0.2,0.083,0.049,0.072,759.5,46.8,0.1,191,6.7,0
11.04.2021 08:20,0.2,0.0782,0.038,0.073,759.5,44.8,0.2,227,7.2,0
11.04.2021 08:40,0.1,0.073,0.027,0.066,759.7,42.2,0.2,0,7.9,0
11.04.2021 09:00,0.1,0.0655,0.022,0.059,759.7,39.9,0.3,0,9.1,0
11.04.2021 09:20,0.1,0.0653,0.022,0.058,759.8,37.1,0.3,271,10.3,0
11.04.2021 09:40,0.1,0.0583,0.017,0.058,759.8,35.3,0.6,164,11.2,0
11.04.2021 10:00,0,0.0432,0.009,0.057,760,34.4,0.8,265,11.4,0
11.04.2021 10:20,0,0.0431,0.009,0.054,760.1,33.1,0.9,0,12,0
11.04.2021 10:40,0.2,0.0525,0.013,0.051,760.1,32.6,0.7,256,12.6,0
11.04.2021 11:00,0.2,0.0493,0.012,0.048,760.2,30.9,0.9,249,13.4,0
11.04.2021 11:20,0.2,0.0526,0.013,0.047,760.3,29.6,0.6,283,14.4,0
11.04.2021 11:40,0.2,0.0591,0.015,0.044,760.3,27.9,0.7,264,15.1,0
11.04.2021 12:00,0.2,0.0398,0.009,0.04,760.3,27,0.9,178,15.3,0
11.04.2021 12:20,0.2,0.0286,0.006,0.041,760.3,26.3,1.3,157,15.6,0
11.04.2021 12:40,0.1,0.026,0.005,0.04,760.3,26,1.3,201,15.9,0
11.04.2021 13:00,0.1,0.0208,0.003,0.036,760.3,25.7,0.8,227,16,0
11.04.2021 13:20,0.1,0.0261,0.004,0.034,760.4,24.9,0.7,218,16.8,0
11.04.2021 13:40,0.1,0.0209,0.003,0.032,760.5,24.2,0.9,164,17.1,0
11.04.2021 14:00,0.1,0.0257,0.003,0.032,760.4,24.2,0.8,359,17.2,0
11.04.2021 14:20,0.1,0.0228,0.003,0.035,760.5,23.8,1,265,17.5,0
11.04.2021 14:40,0.1,0.0191,0.002,0.034,760.5,23.5,0.9,277,17.3,0
11.04.2021 15:00,0.1,0.0254,0.004,0.034,760.5,23.7,1,313,17.5,0
11.04.2021 15:20,0.1,0.0208,0.002,0.035,760.5,23.5,0.5,242,18,0
11.04.2021 15:40,0.1,0.0126,0.001,0.032,760.5,22.5,0.6,348,18.3,0
11.04.2021 16:00,0.1,0.0205,0.002,0.032,760.5,23.6,1,192,17.9,0
11.04.2021 16:20,0.2,0.0279,0.003,0.033,760.5,23.4,0.9,262,18.2,0
11.04.2021 16:40,0.1,0.0175,0.001,0.035,760.6,23.4,0.6,0,17.9,0
11.04.2021 17:00,0.1,0.0249,0.002,0.034,760.5,23.2,0.4,59,18.2,0
11.04.2021 17:20,0.1,0.0273,0.002,0.035,760.5,23.7,0.4,0,17.9,0
11.04.2021 17:40,0.1,0.0365,0.003,0.035,760.6,23.4,0.7,198,18.2,0
11.04.2021 18:00,0.1,0.033,0.002,0.039,760.6,24,0.7,0,17.7,0
11.04.2021 18:20,0.2,0.0423,0.002,0.039,760.7,24.1,0.2,170,17.5,0
11.04.2021 18:40,0.3,0.0629,0.007,0.044,760.8,25.3,0.7,188,17,0
11.04.2021 19:00,0.2,0.0618,0.005,0.054,760.8,26.6,0.5,193,16.6,0
11.04.2021 19:20,0.4,0.0915,0.013,0.065,760.9,27.3,0.3,0,16.3,0
11.04.2021 19:40,0.5,0.1128,0.017,0.085,761.1,28.5,0.1,0,16,0
11.04.2021 20:00,0.4,0.1059,0.015,0.097,761.3,29,0.3,0,15.5,0
11.04.2021 20:20,0.5,0.1103,0.013,0.092,761.5,29.7,0.1,0,15.2,0
11.04.2021 20:40,0.4,0.1105,0.007,0.095,761.6,30.7,0.1,0,14.7,0
11.04.2021 21:00,0.6,0.1301,0.03,0.099,761.7,31.6,0.1,0,14.4,0
11.04.2021 21:20,0.5,0.1144,0.013,0.107,761.9,32.7,0.1,0,14,0
11.04.2021 21:40,0.4,0.0708,0.004,0.098,762,33.5,0.3,0,13.6,0
11.04.2021 22:00,0.5,0.0963,0.012,0.092,762,34.7,0.3,0,13.3,0
11.04.2021 22:20,0.4,0.0973,0.006,0.096,762.1,35.8,0.1,0,12.9,0
11.04.2021 22:40,0.4,0.1102,0.004,0.098,762.2,37.2,0,0,12.3,0
11.04.2021 23:00,0.5,0.1239,0.007,0.106,762.3,38.2,0,0,11.7,0
11.04.2021 23:20,0.4,0.108,0.003,0.101,762.4,39,0,0,11.4,0
11.04.2021 23:40,0.4,0.1145,0.005,0.093,762.6,39.7,0,0,11.3,0
12.04.2021 00:00,0.4,0.0937,0.002,0.088,762.7,41.4,0,0,10.8,0
12.04.2021 00:20,0.4,0.0906,0.002,0.079,762.7,42,0,0,10.3,0
12.04.2021 00:40,0.7,0.124,0.088,0.094,762.8,43.7,0,0,10.1,0
12.04.2021 01:00,0.6,0.123,0.066,0.119,763,44.9,0,0,9.8,0
12.04.2021 01:20,0.8,0.1202,0.096,0.12,762.9,46.7,0,0,9.4,0
12.04.2021 01:40,0.7,0.1163,0.089,0.123,762.9,49,0,0,9,0
12.04.2021 02:00,0.7,0.1153,0.078,0.123,763,51.6,0,0,8.3,0
12.04.2021 02:20,0.6,0.1127,0.067,0.122,763.2,54.2,0,0,7.7,0
12.04.2021 02:40,0.6,0.1079,0.067,0.124,763.2,56.5,0,0,7.2,0
12.04.2021 03:00,0.6,0.1026,0.07,0.128,763.2,58.3,0,0,6.8,0
12.04.2021 03:20,0.6,0.099,0.067,0.133,763.4,59.9,0,0,6.6,0
12.04.2021 03:40,0.6,0.1001,0.071,0.131,763.5,60.8,0,0,6.5,0
12.04.2021 04:00,0.7,0.1049,0.082,0.128,763.5,60,0,0,6.6,0
12.04.2021 04:20,0.8,0.1049,0.097,0.127,763.5,59.4,0,0,6.9,0
12.04.2021 04:40,1.1,0.0953,0.122,0.129,763.5,60.7,0,193,6.6,0
12.04.2021 05:00,0.8,0.0947,0.104,0.135,763.6,62.8,0,0,6.1,0
12.04.2021 05:20,0.8,0.1019,0.096,0.129,763.6,63.9,0,0,5.7,0
12.04.2021 05:40,0.8,0.1036,0.107,0.127,763.6,63.6,0,0,5.7,0
12.04.2021 06:00,0.9,0.1023,0.139,0.143,763.7,62.9,0,0,5.8,0
12.04.2021 06:20,0.9,0.1054,0.138,0.147,763.7,62.8,0,0,5.9,0
12.04.2021 06:40,1.3,0.11,0.151,0.139,763.7,61.9,0,0,6,0
12.04.2021 07:00,1.1,0.1138,0.138,0.152,763.8,58.7,0.1,0,6.6,0
12.04.2021 07:20,1.1,0.1311,0.201,0.137,763.9,54.2,0,0,7.7,0
12.04.2021 07:40,0.8,0.1319,0.096,0.151,763.9,49.3,0.2,66,8.3,0
12.04.2021 08:00,0.6,0.128,0.07,0.125,763.9,44.6,0.3,0,9.1,0
12.04.2021 08:20,0.7,0.1228,0.073,0.12,763.8,42.6,0.2,0,10.2,0
12.04.2021 08:40,0.6,0.1155,0.049,0.123,763.7,39,0.2,107,11.2,0
12.04.2021 09:00,0.5,0.0812,0.019,0.127,763.6,35.2,0.8,189,11.8,0
12.04.2021 09:20,0.2,0.0611,0.011,0.103,763.5,32.9,0.8,0,12.3,0
12.04.2021 09:40,0.2,0.0497,0.008,0.078,763.4,32.1,1.1,61,12.4,0
12.04.2021 10:00,0.1,0.0483,0.007,0.07,763.3,31.4,0.9,0,12.8,0
12.04.2021 10:20,0.1,0.0462,0.007,0.072,763.2,30.3,1.3,68,13.2,0
12.04.2021 10:40,0.3,0.0362,0.005,0.068,763.1,28.1,2.3,64,13.6,0
12.04.2021 11:00,0.3,0.0287,0.004,0.071,763,26.5,1.9,99,14,0
12.04.2021 11:20,0.3,0.0265,0.003,0.073,762.9,24.8,2.9,166,14,0
12.04.2021 11:40,0.3,0.0234,0.003,0.066,762.8,23.6,2.5,68,14.6,0
12.04.2021 12:00,0.3,0.0214,0.003,0.053,762.7,23.7,2.3,26,14.6,0
12.04.2021 12:20,0.3,0.032,0.005,0.049,762.6,22.7,1.1,14,15.4,0
12.04.2021 12:40,0.3,0.0336,0.004,0.048,762.5,22.2,1.5,59,15.7,0
12.04.2021 13:00,0.3,0.0275,0.002,0.047,762.2,21.8,1.6,97,15.3,0
12.04.2021 13:20,0.3,0.0248,0.002,0.042,762,22.3,2.5,124,15,0
12.04.2021 13:40,0.3,0.0257,0.003,0.035,761.8,23,2.1,78,15.4,0
12.04.2021 14:00,0.3,0.0187,0.001,0.041,761.8,25,3.3,125,15.5,0
12.04.2021 14:20,0.3,0.0237,0.002,0.049,761.6,28.8,2.2,80,15.6,0
12.04.2021 14:40,0.3,0.0304,0.003,0.049,761.5,29.6,1.8,79,15.5,0
12.04.2021 15:00,0.3,0.0267,0.002,0.053,761.3,31.2,2.1,8,15.3,0
12.04.2021 15:20,0.3,0.0211,0.001,0.049,761.1,31.1,3.2,69,15.2,0
12.04.2021 15:40,0.3,0.0257,0.002,0.045,760.8,32.2,2.6,131,15.1,0
12.04.2021 16:00,0.3,0.0364,0.004,0.054,760.7,33.8,2.2,51,15.3,0
12.04.2021 16:20,0.3,0.0227,0.002,0.056,760.7,32.6,2.6,64,15,0
12.04.2021 16:40,0.3,0.0293,0.003,0.053,760.6,33.3,2.2,33,14.8,0
12.04.2021 17:00,0.3,0.026,0.003,0.058,760.5,34.2,0.9,0,15.1,0
12.04.2021 17:20,0.3,0.0348,0.003,0.057,760.4,34.2,0.8,120,15.2,0
12.04.2021 17:40,0.3,0.0345,0.002,0.05,760.2,34.2,0.7,0,15,0
12.04.2021 18:00,0.3,0.0383,0.003,0.05,760.2,34.9,1,58,14.9,0
12.04.2021 18:20,0.3,0.0477,0.002,0.055,760.1,35.8,0.6,100,14.8,0
12.04.2021 18:40,0.4,0.0499,0.003,0.062,760,36.7,0.5,0,14.7,0
12.04.2021 19:00,0.3,0.0441,0.003,0.059,760,37.6,0.6,0,14.6,0
12.04.2021 19:20,0.4,0.0517,0.004,0.057,760.1,38.5,0.7,0,14.2,0
12.04.2021 19:40,0.4,0.0522,0.004,0.059,760,39.1,0.6,100,14,0
12.04.2021 20:00,0.3,0.0537,0.003,0.061,760,40,0.5,108,13.7,0
12.04.2021 20:20,0.4,0.0518,0.005,0.064,760,40,0.6,113,13.5,0
12.04.2021 20:40,0.4,0.0548,0.003,0.061,760,41,0.5,72,13.2,0
12.04.2021 21:00,0.4,0.048,0.002,0.058,760,41,0.6,0,13.1,0
12.04.2021 21:20,0.4,0.0579,0.004,0.055,760,42,0.6,162,12.8,0
12.04.2021 21:40,0.3,0.0576,0.003,0.055,759.8,42.8,0.6,145,12.6,0
12.04.2021 22:00,0.3,0.0593,0.004,0.054,759.7,43,0.6,62,12.4,0
12.04.2021 22:20,0.3,0.065,0.003,0.051,759.6,43.6,0.9,0,12.2,0
12.04.2021 22:40,0,0.0834,0.007,0.049,759.5,44.8,0.5,166,11.9,0
12.04.2021 23:00,0.1,0.0961,0.009,0.048,759.4,45.9,0.4,0,11.6,0
12.04.2021 23:20,0,0.0949,0.007,0.046,759.3,47.1,0.3,237,11.3,0
12.04.2021 23:40,0,0.0896,0.007,0.044,759.2,48.3,0.3,0,11.2,0
13.04.2021 0:00,,,,,759,49.7,0.4,123,10.9,0
13.04.2021 0:20,,,,,758.9,51.6,0.4,133,10.8,0
13.04.2021 0:40,,,,,758.9,52.9,0.4,0,10.6,0
13.04.2021 1:00,,,,,758.8,54.6,0.2,0,10.3,0
13.04.2021 1:20,,,,,758.7,57.3,0.4,220,10.2,0
13.04.2021 1:40,,,,,758.6,59.2,0.4,0,10.1,0
13.04.2021 2:00,,,,,758.5,61.5,0.4,204,10,0
13.04.2021 2:20,,,,,758.4,63.6,0.3,72,9.7,0
13.04.2021 2:40,,,,,758.4,65.4,0.3,208,9.6,0
13.04.2021 3:00,,,,,758.3,66.9,0.3,189,9.5,0
13.04.2021 3:20,,,,,758.3,68.2,0.2,165,9.4,0
13.04.2021 3:40,,,,,758.3,69.5,0.3,201,9.3,0
13.04.2021 4:00,,,,,758.2,70.7,0.2,156,9.2,0
13.04.2021 4:20,,,,,758.1,71.9,0.2,0,9,0
13.04.2021 4:40,,,,,758.1,73,0.2,0,8.9,0
13.04.2021 5:00,,,,,758,73.9,0.3,99,8.8,0
13.04.2021 5:20,,,,,758,74,0.4,185,8.9,0
13.04.2021 5:40,,,,,757.9,74,0.1,0,8.9,0
13.04.2021 6:00,,,,,757.9,75,0.2,212,8.8,0
13.04.2021 6:20,,,,,757.9,75,0.3,106,8.9,0
13.04.2021 6:40,,,,,757.9,75,0.2,200,9,0
13.04.2021 7:00,,,,,758,73.9,0.2,198,9.3,0
13.04.2021 7:20,,,,,757.9,71.6,0.3,0,10,0
13.04.2021 7:40,,,,,757.9,69.6,0.5,195,10.4,0
13.04.2021 8:00,,,,,757.8,67.5,0.8,198,10.9,0
13.04.2021 8:20,,,,,757.8,65.8,0.9,189,11.3,0
13.04.2021 8:40,,,,,757.7,63,0.6,0,12.2,0
13.04.2021 9:00,,,,,757.6,57.4,0.9,193,13.6,0
13.04.2021 9:20,,,,,757.6,52.4,1.3,172,14.6,0
13.04.2021 9:40,,,,,757.5,48.5,1.5,204,15.2,0
13.04.2021 10:00,,,,,757.5,46.8,1.6,186,15.7,0
13.04.2021 10:20,,,,,757.5,45.1,0.9,0,16.5,0
13.04.2021 10:40,,,,,757.4,41.6,1.2,212,17.6,0
13.04.2021 11:00,,,,,757.3,39.2,1.1,91,18.2,0
13.04.2021 11:20,,,,,757.2,37.1,1.4,217,19,0
